Site,End_Date,Period,StatVar,value
dcid:geoId/32,2021-02-15,P7D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,479
dcid:geoId/36,2021-02-20,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,393
dcid:geoId/39,2021-02-20,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,392
dcid:geoId/40,2021-02-13,P9D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,324
dcid:geoId/41,2021-02-20,P17D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,322
dcid:geoId/42,2021-02-20,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,372
dcid:geoId/72,2021-02-16,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,326
dcid:geoId/44,2021-02-20,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,482
dcid:geoId/45,2021-02-18,P10D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,330
dcid:geoId/46,2021-02-19,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,18
dcid:geoId/47,2021-02-12,P4D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,249
dcid:geoId/48,2021-02-17,P10D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,246
dcid:geoId/49,2021-02-19,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,383
dcid:geoId/51,2021-02-18,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,333
dcid:geoId/50,2021-02-19,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,275
dcid:geoId/53,2021-02-20,P16D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,324
dcid:geoId/55,2021-02-20,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,356
dcid:geoId/54,2021-02-20,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,348
dcid:geoId/56,2021-02-19,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,47
dcid:country/USA,2021-02-21,P20D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,18756
dcid:geoId/02,2021-03-03,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,449
dcid:geoId/01,2021-03-05,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,353
dcid:geoId/05,2021-03-05,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,361
dcid:geoId/04,2021-03-01,P7D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,359
dcid:geoId/06,2021-02-27,P5D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,324
dcid:geoId/08,2021-03-01,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,375
dcid:geoId/09,2021-03-05,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,318
dcid:geoId/11,2021-03-03,P9D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,478
dcid:geoId/10,2021-03-06,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,502
dcid:geoId/12,2021-03-05,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,325
dcid:geoId/13,2021-02-26,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,325
dcid:geoId/15,2021-03-06,P17D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,340
dcid:geoId/19,2021-03-05,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,594
dcid:geoId/16,2021-03-05,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,393
dcid:geoId/17,2021-03-06,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,235
dcid:geoId/18,2021-03-03,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,458
dcid:geoId/20,2021-02-25,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,381
dcid:geoId/21,2021-03-05,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,312
dcid:geoId/22,2021-03-05,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,325
dcid:geoId/25,2021-03-06,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,354
dcid:geoId/24,2021-03-03,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,351
dcid:geoId/23,2021-03-05,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,229
dcid:geoId/26,2021-03-07,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,354
dcid:geoId/27,2021-03-02,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,447
dcid:geoId/29,2021-03-07,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,375
dcid:geoId/28,2021-03-04,P10D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,554
dcid:geoId/30,2021-03-05,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,219
dcid:geoId/37,2021-03-01,P7D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,327
dcid:geoId/38,2021-03-01,P7D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,0
dcid:geoId/31,2021-03-06,P18D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,553
dcid:geoId/33,2021-03-04,P10D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,455
dcid:geoId/34,2021-03-03,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,351
dcid:geoId/35,2021-03-04,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,380
dcid:geoId/32,2021-03-01,P7D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,424
dcid:geoId/36,2021-03-06,P17D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,334
dcid:geoId/39,2021-03-06,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,379
dcid:geoId/40,2021-02-27,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,324
dcid:geoId/41,2021-02-27,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,343
dcid:geoId/42,2021-03-04,P10D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,350
dcid:geoId/72,2021-03-02,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,325
dcid:geoId/44,2021-03-06,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,456
dcid:geoId/45,2021-03-04,P10D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,341
dcid:geoId/46,2021-03-03,P9D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,33
dcid:geoId/47,2021-03-06,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,393
dcid:geoId/48,2021-03-04,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,447
dcid:geoId/49,2021-03-01,P7D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,386
dcid:geoId/51,2021-03-03,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,283
dcid:geoId/50,2021-03-05,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,207
dcid:geoId/53,2021-03-04,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,346
dcid:geoId/55,2021-03-06,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,410
dcid:geoId/54,2021-03-07,P18D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,437
dcid:geoId/56,2021-03-03,P9D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,50
dcid:country/USA,2021-03-07,P20D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,18099
dcid:geoId/02,2021-03-20,P18D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,472
dcid:geoId/01,2021-03-21,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,458
dcid:geoId/05,2021-03-21,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,333
dcid:geoId/04,2021-03-12,P4D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,351
dcid:geoId/06,2021-03-15,P7D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,327
dcid:geoId/08,2021-03-12,P5D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,396
dcid:geoId/09,2021-03-20,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,326
dcid:geoId/11,2021-03-19,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,315
dcid:geoId/10,2021-03-21,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,360
dcid:geoId/12,2021-03-18,P10D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,325
dcid:geoId/13,2021-03-12,P4D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,324
dcid:geoId/15,2021-03-21,P18D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,397
dcid:geoId/19,2021-03-19,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,619
dcid:geoId/16,2021-03-20,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,557
dcid:geoId/17,2021-03-17,P9D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,398
dcid:geoId/18,2021-03-17,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,503
dcid:geoId/20,2021-03-13,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,388
dcid:geoId/21,2021-03-21,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,314
dcid:geoId/22,2021-03-19,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,325
dcid:geoId/25,2021-03-20,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,352
dcid:geoId/24,2021-03-17,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,465
dcid:geoId/23,2021-03-19,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,203
dcid:geoId/26,2021-03-19,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,339
dcid:geoId/27,2021-03-20,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,401
dcid:geoId/29,2021-03-20,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,395
dcid:geoId/28,2021-03-21,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,412
dcid:geoId/30,2021-03-20,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,212
dcid:geoId/37,2021-03-18,P9D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,293
dcid:geoId/38,2021-03-19,P10D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,14
dcid:geoId/31,2021-03-19,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,548
dcid:geoId/33,2021-03-18,P10D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,548
dcid:geoId/34,2021-03-17,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,304
dcid:geoId/35,2021-03-20,P16D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,365
dcid:geoId/32,2021-03-15,P7D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,437
dcid:geoId/36,2021-03-20,P19D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,323
dcid:geoId/39,2021-03-17,P9D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,507
dcid:geoId/40,2021-03-12,P7D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,325
dcid:geoId/41,2021-03-20,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,347
dcid:geoId/42,2021-03-21,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,402
dcid:geoId/72,2021-03-16,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,325
dcid:geoId/44,2021-03-20,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,395
dcid:geoId/45,2021-03-18,P10D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,310
dcid:geoId/46,2021-03-19,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,65
dcid:geoId/47,2021-03-21,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,473
dcid:geoId/48,2021-03-17,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,459
dcid:geoId/49,2021-03-18,P10D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,418
dcid:geoId/51,2021-03-17,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,768
dcid:geoId/50,2021-03-19,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,260
dcid:geoId/53,2021-03-20,P17D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,350
dcid:geoId/55,2021-03-20,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,418
dcid:geoId/54,2021-03-20,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,455
dcid:geoId/56,2021-03-20,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,144
dcid:country/USA,2021-03-21,P20D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,19195
dcid:geoId/02,2021-04-01,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,512
dcid:geoId/01,2021-04-04,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,413
dcid:geoId/05,2021-04-04,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,611
dcid:geoId/04,2021-03-25,P3D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,331
dcid:geoId/06,2021-03-29,P7D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,329
dcid:geoId/08,2021-03-24,P3D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,505
dcid:geoId/09,2021-04-04,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,323
dcid:geoId/11,2021-04-03,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,351
dcid:geoId/10,2021-04-03,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,614
dcid:geoId/12,2021-03-26,P4D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,333
dcid:geoId/13,2021-04-01,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,326
dcid:geoId/15,2021-04-03,P18D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,419
dcid:geoId/19,2021-04-03,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,594
dcid:geoId/16,2021-04-03,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,515
dcid:geoId/17,2021-04-03,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,356
dcid:geoId/18,2021-03-30,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,252
dcid:geoId/20,2021-03-27,P10D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,424
dcid:geoId/21,2021-04-03,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,360
dcid:geoId/22,2021-04-03,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,323
dcid:geoId/25,2021-04-03,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,378
dcid:geoId/24,2021-03-31,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,291
dcid:geoId/23,2021-04-03,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,286
dcid:geoId/26,2021-04-04,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,439
dcid:geoId/27,2021-03-29,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,598
dcid:geoId/29,2021-03-31,P9D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,376
dcid:geoId/28,2021-04-04,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,478
dcid:geoId/30,2021-04-02,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,211
dcid:geoId/37,2021-03-31,P7D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,313
dcid:geoId/38,2021-04-02,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,11
dcid:geoId/31,2021-04-01,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,612
dcid:geoId/33,2021-03-30,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,541
dcid:geoId/34,2021-03-31,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,246
dcid:geoId/35,2021-04-03,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,366
dcid:geoId/32,2021-03-30,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,364
dcid:geoId/36,2021-04-03,P18D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,335
dcid:geoId/39,2021-03-30,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,335
dcid:geoId/40,2021-03-26,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,325
dcid:geoId/41,2021-03-31,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,324
dcid:geoId/42,2021-04-04,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,407
dcid:geoId/72,2021-03-30,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,325
dcid:geoId/44,2021-04-03,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,386
dcid:geoId/45,2021-04-01,P10D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,366
dcid:geoId/46,2021-04-02,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,168
dcid:geoId/47,2021-04-03,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,284
dcid:geoId/48,2021-04-01,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,387
dcid:geoId/49,2021-03-30,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,456
dcid:geoId/51,2021-03-31,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,304
dcid:geoId/50,2021-04-03,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,244
dcid:geoId/53,2021-03-31,P16D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,327
dcid:geoId/55,2021-04-02,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,606
dcid:geoId/54,2021-04-03,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,418
dcid:geoId/56,2021-04-02,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,259
dcid:country/USA,2021-04-04,P20D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,19332
dcid:geoId/02,2021-04-15,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,510
dcid:geoId/01,2021-04-17,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,314
dcid:geoId/05,2021-04-18,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,373
dcid:geoId/04,2021-04-08,P3D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,401
dcid:geoId/06,2021-04-09,P4D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,310
dcid:geoId/08,2021-04-16,P18D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,452
dcid:geoId/09,2021-04-18,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,370
dcid:geoId/11,2021-04-10,P5D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,460
dcid:geoId/10,2021-04-17,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,492
dcid:geoId/12,2021-04-12,P7D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,328
dcid:geoId/13,2021-04-07,P2D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,325
dcid:geoId/15,2021-04-18,P17D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,367
dcid:geoId/19,2021-04-16,P15D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,589
dcid:geoId/16,2021-04-16,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,472
dcid:geoId/17,2021-04-17,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,260
dcid:geoId/18,2021-04-14,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,466
dcid:geoId/20,2021-04-13,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,462
dcid:geoId/21,2021-04-18,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,245
dcid:geoId/22,2021-04-17,P16D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,320
dcid:geoId/25,2021-04-17,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,368
dcid:geoId/24,2021-04-15,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,385
dcid:geoId/23,2021-04-17,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,259
dcid:geoId/26,2021-04-18,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,430
dcid:geoId/27,2021-04-16,P17D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,640
dcid:geoId/29,2021-04-18,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,364
dcid:geoId/28,2021-04-14,P9D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,616
dcid:geoId/30,2021-04-16,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,134
dcid:geoId/37,2021-04-14,P9D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,325
dcid:geoId/38,2021-04-16,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,4
dcid:geoId/31,2021-04-16,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,614
dcid:geoId/33,2021-04-08,P3D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,515
dcid:geoId/34,2021-04-15,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,352
dcid:geoId/35,2021-04-17,P18D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,380
dcid:geoId/32,2021-04-16,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,417
dcid:geoId/36,2021-04-17,P18D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,355
dcid:geoId/39,2021-04-17,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,354
dcid:geoId/40,2021-04-09,P7D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,325
dcid:geoId/41,2021-04-14,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,344
dcid:geoId/42,2021-04-18,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,358
dcid:geoId/72,2021-04-13,P8D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,325
dcid:geoId/44,2021-04-17,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,381
dcid:geoId/45,2021-04-15,P10D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,323
dcid:geoId/46,2021-04-16,P11D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,94
dcid:geoId/47,2021-04-17,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,502
dcid:geoId/48,2021-04-15,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,365
dcid:geoId/49,2021-04-12,P7D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,440
dcid:geoId/51,2021-04-15,P14D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,402
dcid:geoId/50,2021-04-17,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,259
dcid:geoId/53,2021-04-15,P13D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,333
dcid:geoId/55,2021-04-17,P12D,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,439
