Site,End_Date,Period,StatVar,value
dcid:geoId/44,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/45,2021-05-13,P10D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,29.92
dcid:geoId/46,2021-05-14,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/47,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,27.35
dcid:geoId/48,2021-05-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,18.16
dcid:geoId/49,2021-05-11,P8D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,22.07
dcid:geoId/51,2021-05-13,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/50,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/53,2021-05-15,P19D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,5.2
dcid:geoId/55,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/54,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,1.0
dcid:geoId/56,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:country/USA,2021-05-16,P20D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,27.09
dcid:geoId/02,2021-05-29,P19D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/01,2021-05-30,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,26.25
dcid:geoId/05,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,26.85
dcid:geoId/04,2021-05-20,P3D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,35.14
dcid:geoId/06,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,35.13
dcid:geoId/08,2021-05-27,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.42
dcid:geoId/09,2021-05-30,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,4.92
dcid:geoId/11,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,21.85
dcid:geoId/10,2021-05-28,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/12,2021-05-28,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,28.57
dcid:geoId/13,2021-05-24,P7D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.98
dcid:geoId/15,2021-05-29,P18D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/19,2021-05-27,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/16,2021-05-29,P16D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/17,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,31.59
dcid:geoId/18,2021-05-26,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/20,2021-05-27,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.15
dcid:geoId/21,2021-05-28,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,22.96
dcid:geoId/22,2021-05-27,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,7.09
dcid:geoId/25,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,9.09
dcid:geoId/24,2021-05-27,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/23,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/26,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,33.43
dcid:geoId/27,2021-05-22,P10D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,5.0
dcid:geoId/29,2021-05-26,P9D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,21.94
dcid:geoId/28,2021-05-30,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,17.82
dcid:geoId/30,2021-05-26,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/37,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,22.44
dcid:geoId/38,2021-05-28,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/31,2021-05-27,P10D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/33,2021-05-26,P9D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/34,2021-05-27,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,37.28
dcid:geoId/35,2021-05-28,P17D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,9.35
dcid:geoId/32,2021-05-21,P4D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,18.43
dcid:geoId/36,2021-05-27,P16D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.71
dcid:geoId/39,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,25.91
dcid:geoId/40,2021-05-21,P8D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,11.07
dcid:geoId/41,2021-05-29,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,7.16
dcid:geoId/42,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,19.26
dcid:geoId/72,2021-05-25,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,17.57
dcid:geoId/44,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/45,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,30.04
dcid:geoId/46,2021-05-28,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/47,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/48,2021-05-25,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/49,2021-05-26,P9D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/51,2021-05-27,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/50,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/53,2021-05-25,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,2.83
dcid:geoId/55,2021-05-28,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,39.45
dcid:geoId/54,2021-05-30,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,4.87
dcid:geoId/56,2021-05-28,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:country/USA,2021-05-30,P20D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,26.61
dcid:geoId/02,2021-06-12,P19D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/01,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,27.83
dcid:geoId/05,2021-06-12,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,25.76
dcid:geoId/04,2021-06-04,P4D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,24.65
dcid:geoId/06,2021-06-09,P9D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,32.61
dcid:geoId/08,2021-06-07,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/09,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.67
dcid:geoId/11,2021-06-12,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/10,2021-06-12,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/12,2021-06-12,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,27.11
dcid:geoId/13,2021-06-09,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,15.06
dcid:geoId/15,2021-06-12,P17D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/19,2021-06-12,P15D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/16,2021-06-12,P15D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/17,2021-06-12,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,36.75
dcid:geoId/18,2021-06-09,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/20,2021-06-09,P16D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,9.19
dcid:geoId/21,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,22.44
dcid:geoId/22,2021-06-11,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.1
dcid:geoId/25,2021-06-12,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,9.34
dcid:geoId/24,2021-06-10,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,20.7
dcid:geoId/23,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/26,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,21.38
dcid:geoId/27,2021-06-10,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.18
dcid:geoId/29,2021-06-12,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,25.11
dcid:geoId/28,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/30,2021-06-11,P10D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/37,2021-06-09,P9D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,20.58
dcid:geoId/38,2021-06-13,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/31,2021-06-12,P15D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/33,2021-06-08,P8D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/34,2021-06-10,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,30.77
dcid:geoId/35,2021-06-12,P15D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.05
dcid:geoId/32,2021-06-04,P4D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,13.2
dcid:geoId/36,2021-06-11,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,11.38
dcid:geoId/39,2021-06-12,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,28.59
dcid:geoId/40,2021-06-05,P8D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.16
dcid:geoId/41,2021-06-12,P17D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,4.78
dcid:geoId/42,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,24.78
dcid:geoId/72,2021-06-08,P8D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,25.39
dcid:geoId/44,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/45,2021-06-11,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,28.36
dcid:geoId/46,2021-06-11,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/47,2021-06-12,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,27.33
dcid:geoId/48,2021-06-10,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,25.45
dcid:geoId/49,2021-06-05,P5D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/51,2021-06-10,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/50,2021-06-12,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/53,2021-06-11,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,3.96
dcid:geoId/55,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/54,2021-06-13,P16D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.75
dcid:geoId/56,2021-06-12,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:country/USA,2021-06-13,P20D,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,26.51
dcid:geoId/02,2020-08-11,P5D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/01,2020-08-13,P15D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,14.83
dcid:geoId/05,2020-08-13,P15D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.6
dcid:geoId/04,2020-08-11,P11D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/06,2020-08-05,P6D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.09
dcid:geoId/08,2020-08-07,P8D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.52
dcid:geoId/09,2020-08-03,P4D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.46
dcid:geoId/11,2020-08-13,P14D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/10,2020-08-13,P15D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/12,2020-08-03,P3D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.35
dcid:geoId/13,2020-08-11,P9D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.54
dcid:geoId/15,2020-08-11,P8D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/19,2020-08-13,P15D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/16,2020-08-11,P7D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/17,2020-08-10,P12D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.55
dcid:geoId/18,2020-08-11,P11D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/20,2020-08-08,P10D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,3.74
dcid:geoId/21,2020-08-13,P14D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,7.21
dcid:geoId/22,2020-08-13,P16D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,17.33
dcid:geoId/25,2020-08-10,P11D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,9.64
dcid:geoId/24,2020-08-11,P11D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/23,2020-08-11,P12D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/26,2020-08-11,P12D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.4
dcid:geoId/27,2020-08-13,P15D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,7.02
dcid:geoId/29,2020-08-10,P13D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,5.45
dcid:geoId/28,2020-08-13,P14D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/30,2020-08-10,P12D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/37,2020-08-10,P12D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,10.49
dcid:geoId/38,2020-08-12,P14D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/31,2020-08-13,P16D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,16.49
dcid:geoId/33,2020-08-11,P12D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/34,2020-08-11,P11D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,28.9
dcid:geoId/35,2020-08-13,P15D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.3
dcid:geoId/32,2020-08-02,P3D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.85
dcid:geoId/36,2020-08-11,P11D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,33.36
dcid:geoId/39,2020-08-11,P13D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.03
dcid:geoId/40,2020-08-04,P7D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.2
dcid:geoId/41,2020-08-11,P6D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.05
dcid:geoId/42,2020-08-11,P11D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/72,2020-08-07,P11D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,1.49
dcid:geoId/44,2020-08-11,P12D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/45,2020-08-13,P14D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,20.14
dcid:geoId/46,2020-08-12,P14D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/47,2020-08-11,P12D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,12.27
dcid:geoId/48,2020-08-05,P7D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,13.05
dcid:geoId/49,2020-08-11,P12D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/51,2020-08-11,P11D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/50,2020-08-11,P12D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/53,2020-08-11,P13D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,1.84
dcid:geoId/55,2020-08-13,P14D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,6.28
dcid:geoId/54,2020-08-13,P14D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/56,2020-08-11,P13D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:country/USA,2020-08-13,P17D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.82
dcid:geoId/02,2020-08-26,P14D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/01,2020-08-26,P14D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,16.57
dcid:geoId/05,2020-08-25,P14D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,7.45
dcid:geoId/04,2020-08-26,P14D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/06,2020-08-19,P6D,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,8.94
