DescriptorId,ConceptID,ConceptName,DateCreated,DateRevised,DateEstablished,Concept_dcid,Descriptor_dcid
D000067571,M000600213,Income Statement,,,,bio/M000600213,bio/D000067571
D000067571,M000600507,"Equity, Financial",,,,bio/M000600507,bio/D000067571
D000067571,M000600509,"Liabilities, Financial",,,,bio/M000600509,bio/D000067571
D000067572,M000600230,Miners,7/1/15,1/12/15,1/1/16,bio/M000600230,bio/D000067572
D000067573,M000600243,Chronopharmacokinetics,7/1/15,1/21/15,1/1/16,bio/M000600243,bio/D000067573
D000067575,M000600249,"Administrative Claims, Healthcare",7/1/15,1/21/15,1/1/16,bio/M000600249,bio/D000067575
D000067576,M0004075,Child Health,7/10/15,6/12/20,1/1/16,bio/M0004075,bio/D000067576
D000067576,M000733386,Child Well Being,,,,bio/M000733386,bio/D000067576
D000067596,M000600385,Interleukin-33,7/1/15,6/30/16,1/1/16,bio/M000600385,bio/D000067596
D000067616,M000600476,S100A12 Protein,7/1/15,7/1/16,1/1/16,bio/M000600476,bio/D000067616
D000067617,M000600480,Telopodes,7/1/15,6/12/15,1/1/16,bio/M000600480,bio/D000067617
D000067617,M000600482,Podomers,,,,bio/M000600482,bio/D000067617
D000067617,M000600481,Podoms,,,,bio/M000600481,bio/D000067617
D000067636,M000600199,Drosophila simulans,7/7/15,8/13/20,1/1/16,bio/M000600199,bio/D000067636
D000067656,M000600545,Optimism,7/1/15,5/27/20,1/1/16,bio/M000600545,bio/D000067656
D000067656,M000733042,Positive Attitude,,,,bio/M000733042,bio/D000067656
D000067656,M000614464,Positive Thinking,,,,bio/M000614464,bio/D000067656
D000067657,M000600546,Pessimism,7/1/15,3/2/16,1/1/16,bio/M000600546,bio/D000067657
D000067696,M0250931,Ataxin-1,7/6/15,11/23/15,1/1/16,bio/M0250931,bio/D000067696
D000067697,M000600677,Adolescent Health,7/6/15,6/17/20,1/1/16,bio/M000600677,bio/D000067697
D000067697,M000733387,Adolescent Well Being,,,,bio/M000733387,bio/D000067697
D000067698,M0394791,Ataxin-2,7/6/15,11/23/15,1/1/16,bio/M0394791,bio/D000067698
D000067699,M000600684,Ataxin-3,7/6/15,5/27/16,1/1/16,bio/M000600684,bio/D000067699
D000067716,M000600741,Point-of-Care Testing,7/10/15,6/9/20,1/1/16,bio/M000600741,bio/D000067716
D000067716,M0028503,Bedside Testing,,,,bio/M0028503,bio/D000067716
D000067719,M000600756,Ataxin-7,7/6/15,11/23/15,1/1/16,bio/M000600756,bio/D000067719
D000067736,M000600758,Ataxin-10,7/1/15,11/23/15,1/1/16,bio/M000600758,bio/D000067736
D000067756,M000600816,Glucagon-Like Peptide Receptors,7/1/15,5/27/20,1/1/16,bio/M000600816,bio/D000067756
D000067757,M000600817,Glucagon-Like Peptide-1 Receptor,7/1/15,6/17/16,1/1/16,bio/M000600817,bio/D000067757
D000067758,M000600818,Glucagon-Like Peptide-2 Receptor,7/1/15,6/17/16,1/1/16,bio/M000600818,bio/D000067758
D000067759,M000600821,Receptor for Advanced Glycation End Products,7/1/15,5/27/20,1/1/16,bio/M000600821,bio/D000067759
D000067776,M000600947,RNA Recognition Motif Proteins,7/1/15,4/15/16,1/1/16,bio/M000600947,bio/D000067776
D000067777,M0553965,ELAV-Like Protein 2,7/10/15,11/23/15,1/1/16,bio/M0553965,bio/D000067777
D000067778,M0553964,ELAV-Like Protein 3,7/10/15,11/23/15,1/1/16,bio/M0553964,bio/D000067778
D000067779,M0193828,ELAV-Like Protein 4,7/10/15,11/23/15,1/1/16,bio/M0193828,bio/D000067779
D000067780,M0553966,ELAV-Like Protein 1,7/10/15,7/10/15,1/1/16,bio/M0553966,bio/D000067780
D000067796,M000601016,Whey,7/1/15,7/9/19,1/1/16,bio/M000601016,bio/D000067796
D000067816,M000601067,Whey Proteins,7/1/15,7/8/19,1/1/16,bio/M000601067,bio/D000067816
D000067836,M000601122,Hoarding Disorder,7/1/15,3/8/17,1/1/16,bio/M000601122,bio/D000067836
D000067836,M0556398,Obsessive Hoarding,,,,bio/M0556398,bio/D000067836
D000067856,M000601132,Poly(ADP-ribose) Polymerase Inhibitors,7/1/15,5/27/20,1/1/16,bio/M000601132,bio/D000067856
D000067877,M0535163,Autism Spectrum Disorder,7/9/15,5/27/20,1/1/16,bio/M0535163,bio/D000067877
D000067878,M000601217,CELF Proteins,7/1/15,2/26/15,1/1/16,bio/M000601217,bio/D000067878
D000067879,M000601218,CELF1 Protein,7/1/15,2/26/15,1/1/16,bio/M000601218,bio/D000067879
D000067896,M000601285,Industrial Development,7/10/15,7/10/15,1/1/16,bio/M000601285,bio/D000067896
D000067896,M000601286,Technology Development,,,,bio/M000601286,bio/D000067896
D000067896,M0011259,Industrialization,,,,bio/M0011259,bio/D000067896
D000067917,M000601370,Cloud Computing,7/1/15,3/22/19,1/1/16,bio/M000601370,bio/D000067917
D000067936,M0005037,Natural Resources,7/9/15,7/7/15,1/1/16,bio/M0005037,bio/D000067936
D000067936,M0000585,Land Supply,,,,bio/M0000585,bio/D000067936
D000067940,M000598783,Glycemic Load,7/7/15,4/27/16,1/1/16,bio/M000598783,bio/D000067940
D000067956,M000601456,Adenylyl Cyclase Inhibitors,7/1/15,4/2/15,1/1/16,bio/M000601456,bio/D000067956
D000067996,M000601491,RAW 264.7 Cells,7/7/15,7/6/15,1/1/16,bio/M000601491,bio/D000067996
D000068,M0000097,Accreditation,1/1/99,6/3/94,1/1/66,bio/M0000097,bio/D000068
D000068016,M000601524,Clostridiales,7/7/15,8/13/20,1/1/16,bio/M000601524,bio/D000068016
D000068036,M000601534,Graphic Novel,7/1/15,7/5/19,1/1/16,bio/M000601534,bio/D000068036
D000068036,M000627065,Comic Book,,,,bio/M000627065,bio/D000068036
D000068037,M000601546,South Sudan,7/1/15,2/10/15,1/1/16,bio/M000601546,bio/D000068037
D000068079,M000601627,Motor Disorders,7/1/15,4/29/19,1/1/16,bio/M000601627,bio/D000068079
D000068097,M0013117,Maternal Health,7/7/15,7/6/15,1/1/16,bio/M0013117,bio/D000068097
D000068098,M000601663,Seed Bank,7/1/15,6/29/18,1/1/16,bio/M000601663,bio/D000068098
D000068098,M000601664,Germplasm Bank,,,,bio/M000601664,bio/D000068098
D000068099,M000601667,Trauma and Stressor Related Disorders,7/1/15,6/30/15,1/1/16,bio/M000601667,bio/D000068099
D000068101,M0013120,Maternal-Child Health Services,7/7/15,7/1/19,1/1/16,bio/M0013120,bio/D000068101
D000068103,M0252299,Serine-Arginine Splicing Factors,7/10/15,7/1/16,1/1/16,bio/M0252299,bio/D000068103
D000068104,M0011282,Infant Health,7/9/15,7/8/15,1/1/16,bio/M0011282,bio/D000068104
D000068104,M000600250,Newborn Health,,,,bio/M000600250,bio/D000068104
D000068105,M000601674,Bipolar and Related Disorders,7/1/15,4/29/19,1/1/16,bio/M000601674,bio/D000068105
D000068116,M000601713,Gender Dysphoria,7/1/15,6/17/20,1/1/16,bio/M000601713,bio/D000068116
D000068156,M000601936,Formative Feedback,7/1/15,6/30/17,1/1/16,bio/M000601936,bio/D000068156
D000068180,M000602020,Aripiprazole,7/1/15,6/20/18,1/1/16,bio/M000602020,bio/D000068180
D000068180,M000602022,Abilify,,,,bio/M000602022,bio/D000068180
D000068180,M0249360,OPC 14597,,,,bio/M0249360,bio/D000068180
D000068181,M000602031,Prunus dulcis,7/1/15,9/2/20,1/1/16,bio/M000602031,bio/D000068181
D000068181,M0381055,Almonds,,,,bio/M0381055,bio/D000068181
D000068196,M000602078,Albumin-Bound Paclitaxel,7/1/15,6/5/15,1/1/16,bio/M000602078,bio/D000068196
D000068196,M000603318,Abraxane,,,,bio/M000603318,bio/D000068196
D000068196,M0439935,ABI007,,,,bio/M0439935,bio/D000068196
D000068216,M0535008,Child Protective Services,7/9/15,7/7/15,1/1/16,bio/M0535008,bio/D000068216
D000068217,M0020064,Social Workers,7/7/15,7/7/15,1/1/16,bio/M0020064,bio/D000068217
D000068218,M0399293,Prunus africana,7/1/15,8/13/20,1/1/16,bio/M0399293,bio/D000068218
D000068219,M0387944,Prunus armeniaca,7/1/15,9/2/20,1/1/16,bio/M0387944,bio/D000068219
D000068219,M0029220,Apricot,,,,bio/M0029220,bio/D000068219
D000068220,M000602152,Prunus avium,7/1/15,9/2/20,1/1/16,bio/M000602152,bio/D000068220
D000068220,M0591126,Prunus serotina,,,,bio/M0591126,bio/D000068220
D000068220,M000602180,Sweet Cherries,,,,bio/M000602180,bio/D000068220
D000068220,M000602153,Prunus cerasus,,,,bio/M000602153,bio/D000068220
D000068236,M000602157,Refugium,7/1/15,6/24/15,1/1/16,bio/M000602157,bio/D000068236
D000068237,M000602158,Distance Counseling,7/1/15,6/29/15,1/1/16,bio/M000602158,bio/D000068237
D000068238,M0493211,Lubiprostone,7/10/15,7/9/15,1/1/16,bio/M0493211,bio/D000068238
D000068238,M0493212,RU 0211,,,,bio/M0493212,bio/D000068238
D000068238,M0497992,Amitiza,,,,bio/M0497992,bio/D000068238
D000068238,M0493213,SPI 0211,,,,bio/M0493213,bio/D000068238
D000068239,M0387943,Prunus persica,7/1/15,9/2/20,1/1/16,bio/M0387943,bio/D000068239
D000068239,M0381054,Peach,,,,bio/M0381054,bio/D000068239
D000068240,M000602181,Data Anonymization,7/6/15,7/3/17,1/1/16,bio/M000602181,bio/D000068240
D000068240,M000624127,De-Identification,,,,bio/M000624127,bio/D000068240
D000068240,M000602182,Data Masking,,,,bio/M000602182,bio/D000068240
D000068241,M000602183,Personally Identifiable Information,7/6/15,6/29/15,1/1/16,bio/M000602183,bio/D000068241
D000068242,M000602186,Prunus domestica,7/1/15,9/2/20,1/1/16,bio/M000602186,bio/D000068242
D000068242,M0381052,Plum,,,,bio/M0381052,bio/D000068242
D000068242,M000601681,Prunus cerasifera,,,,bio/M000601681,bio/D000068242
D000068242,M000602187,Prunus salicina,,,,bio/M000602187,bio/D000068242
D000068256,M0374902,Darbepoetin alfa,7/10/15,10/6/15,1/1/16,bio/M0374902,bio/D000068256
D000068256,M0432471,Aranesp,,,,bio/M0432471,bio/D000068256
D000068256,M0500808,KRN 321,,,,bio/M0500808,bio/D000068256
D000068257,M0548057,"Efavirenz, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination",7/10/15,4/29/19,1/1/16,bio/M0548057,bio/D000068257
D000068257,M0507695,Atripla,,,,bio/M0507695,bio/D000068257
D000068258,M0443627,Bevacizumab,7/10/15,11/2/18,1/1/16,bio/M0443627,bio/D000068258
D000068258,M000638103,Mvasi,,,,bio/M000638103,bio/D000068258
D000068258,M000638602,Bevacizumab-awwb,,,,bio/M000638602,bio/D000068258
D000068258,M0446630,Avastin,,,,bio/M0446630,bio/D000068258
D000068276,M000602311,Giraffes,7/1/15,8/13/20,1/1/16,bio/M000602311,bio/D000068276
D000068276,M000602313,Okapis,,,,bio/M000602313,bio/D000068276
D000068296,M000603388,Risedronic Acid,7/1/15,1/3/19,1/1/16,bio/M000603388,bio/D000068296
D000068296,M000642267,1-Hydroxy-2-(3-pyridyl)ethylidene diphosphonate,,,,bio/M000642267,bio/D000068296
D000068296,M0557666,Atelvia,,,,bio/M0557666,bio/D000068296
D000068296,M000602344,Risedronate Sodium,,,,bio/M000602344,bio/D000068296
D000068296,M000642268,2-(3-pyridinyl)-1-hydroxyethylidene-bisphosphonate,,,,bio/M000642268,bio/D000068296
D000068296,M000638381,"Risedronic Acid, Monosodium Salt",,,,bio/M000638381,bio/D000068296
D000068296,M000603519,Actonel,,,,bio/M000603519,bio/D000068296
D000068296,M000641257,Risedronate,,,,bio/M000641257,bio/D000068296
D000068296,M000594877,Bisphosphonate Risedronate Sodium,,,,bio/M000594877,bio/D000068296
D000068297,M000623538,Fluticasone-Salmeterol Drug Combination,7/1/15,1/17/17,1/1/16,bio/M000623538,bio/D000068297
D000068297,M000602345,"Fluticasone Propionate, Salmeterol Xinafoate Drug Combination",,,,bio/M000602345,bio/D000068297
D000068297,M000602351,Advair Diskus,,,,bio/M000602351,bio/D000068297
D000068297,M0413150,Seretide,,,,bio/M0413150,bio/D000068297
D000068297,M000602353,Advair HFA,,,,bio/M000602353,bio/D000068297
D000068297,M000603319,Advair,,,,bio/M000603319,bio/D000068297
D000068298,M000602354,Fluticasone,7/1/15,5/31/16,1/1/16,bio/M000602354,bio/D000068298
D000068298,M0179830,Flonase,,,,bio/M0179830,bio/D000068298
D000068298,M000603891,Flovent HFA,,,,bio/M000603891,bio/D000068298
D000068298,M0179828,Cutivate,,,,bio/M0179828,bio/D000068298
D000068298,M000603403,Fluticasone Propionate,,,,bio/M000603403,bio/D000068298
D000068298,M0365914,Flixonase,,,,bio/M0365914,bio/D000068298
D000068298,M0179829,Flixotide,,,,bio/M0179829,bio/D000068298
D000068298,M0361267,Flovent,,,,bio/M0361267,bio/D000068298
D000068299,M000602359,Salmeterol Xinafoate,7/1/15,6/5/15,1/1/16,bio/M000602359,bio/D000068299
D000068299,M000603386,Salmeterol,,,,bio/M000603386,bio/D000068299
D000068299,M000603335,Serevent,,,,bio/M000603335,bio/D000068299
D000068316,M000602387,"Parks, Recreational",7/1/15,6/18/20,1/1/16,bio/M000602387,bio/D000068316
D000068316,M000605186,National Parks,,,,bio/M000605186,bio/D000068316
D000068316,M000605188,Community Parks,,,,bio/M000605188,bio/D000068316
D000068316,M000680297,Green Space,,,,bio/M000680297,bio/D000068316
D000068316,M000605185,Urban Parks,,,,bio/M000605185,bio/D000068316
D000068336,M000602388,Warfare and Armed Conflicts,7/1/15,4/29/19,1/1/16,bio/M000602388,bio/D000068336
D000068337,M000602392,Armed Conflicts,7/1/15,12/14/17,1/1/16,bio/M000602392,bio/D000068337
D000068337,M0022869,Wars,,,,bio/M0022869,bio/D000068337
D000068338,M000602394,Everolimus,7/1/15,6/5/15,1/1/16,bio/M000602394,bio/D000068338
D000068338,M0375756,RAD 001,,,,bio/M0375756,bio/D000068338
D000068338,M000603402,Afinitor,,,,bio/M000603402,bio/D000068338
D000068338,M0446654,Certican,,,,bio/M0446654,bio/D000068338
D000068342,M0539734,"Aspirin, Dipyridamole Drug Combination",7/1/15,5/27/16,1/1/16,bio/M0539734,bio/D000068342
D000068342,M0137475,TX 3301,,,,bio/M0137475,bio/D000068342
D000068342,M0397744,Extended-Release Dipyridamole-Aspirin,,,,bio/M0397744,bio/D000068342
D000068342,M0137473,Asasantin,,,,bio/M0137473,bio/D000068342
D000068342,M0397745,Asasantin Retard,,,,bio/M0397745,bio/D000068342
D000068342,M0359403,Aggrenox,,,,bio/M0359403,bio/D000068342
D000068356,M000602570,Self-Control,7/10/15,7/9/15,1/1/16,bio/M000602570,bio/D000068356
D000068357,M000602575,Saline Waters,7/7/15,7/6/15,1/1/16,bio/M000602575,bio/D000068357
D000068357,M000606780,Brackish Water,,,,bio/M000606780,bio/D000068357
D000068376,M000602637,Compassion Fatigue,7/6/15,10/14/16,1/1/16,bio/M000602637,bio/D000068376
D000068377,M0016966,Plantaginaceae,7/7/15,8/13/20,1/1/16,bio/M0016966,bio/D000068377
D000068377,M0418971,Stemodia,,,,bio/M0418971,bio/D000068377
D000068377,M0418970,Globularia,,,,bio/M0418970,bio/D000068377
D000068378,M000602638,Lamiales,7/1/15,8/13/20,1/1/16,bio/M000602638,bio/D000068378
D000068378,M0398620,Proboscidea Plant,,,,bio/M0398620,bio/D000068378
D000068397,M000602720,Clinical Study,7/1/15,6/29/15,1/1/16,bio/M000602720,bio/D000068397
D000068436,M000602817,Surgical Clearance,7/1/15,7/5/19,1/1/16,bio/M000602817,bio/D000068436
D000068437,M0227083,Pemetrexed,7/1/15,5/31/16,1/1/16,bio/M0227083,bio/D000068437
D000068437,M000603406,Pemetrexed Disodium,,,,bio/M000603406,bio/D000068437
D000068437,M0227084,LY 231514,,,,bio/M0227084,bio/D000068437
D000068437,M0407271,Alimta,,,,bio/M0407271,bio/D000068437
D000068438,M0065049,Brimonidine Tartrate,7/1/15,5/21/18,1/1/16,bio/M0065049,bio/D000068438
D000068438,M0312903,"Brimonidine Tartrate (1:1), (S-(R*,R*))-Isomer",,,,bio/M0312903,bio/D000068438
D000068438,M0517501,Brimonidine Purite,,,,bio/M0517501,bio/D000068438
D000068438,M0065040,AGN 190342,,,,bio/M0065040,bio/D000068438
D000068438,M000603526,Sanrosa,,,,bio/M000603526,bio/D000068438
D000068438,M000603394,Alphagan,,,,bio/M000603394,bio/D000068438
D000068438,M000603395,Brimonidine,,,,bio/M000603395,bio/D000068438
D000068438,M000638382,Alphagan P,,,,bio/M000638382,bio/D000068438
D000068438,M0065042,"UK 14,304",,,,bio/M0065042,bio/D000068438
D000068438,M000603399,Ratio-Brimonidine,,,,bio/M000603399,bio/D000068438
D000068438,M0065043,"UK 14,304-18",,,,bio/M0065043,bio/D000068438
D000068438,M0065045,UK 14308,,,,bio/M0065045,bio/D000068438
D000068438,M0312901,"Brimonidine Tartrate, (R-(R*,R*))-Isomer",,,,bio/M0312901,bio/D000068438
D000068438,M0312902,Brimonidine Tartrate (1:1),,,,bio/M0312902,bio/D000068438
D000068438,M000603397,Mirvaso,,,,bio/M000603397,bio/D000068438
D000068456,M000602856,Clinical Studies as Topic,7/1/15,6/29/18,1/1/16,bio/M000602856,bio/D000068456
D000068476,M000602903,Beijing,7/1/15,5/27/15,1/1/16,bio/M000602903,bio/D000068476
D000068516,M000602983,African Union,7/1/15,6/29/15,1/1/16,bio/M000602983,bio/D000068516
D000068536,M000603052,Firmicutes,7/7/15,8/13/20,1/1/16,bio/M000603052,bio/D000068536
D000068538,M0281571,Dutasteride,7/1/15,5/31/16,1/1/16,bio/M0281571,bio/D000068538
D000068538,M0477724,Avodart,,,,bio/M0477724,bio/D000068538
D000068538,M0281572,GG 745,,,,bio/M0281572,bio/D000068538
D000068538,M0398765,GI198745,,,,bio/M0398765,bio/D000068538
D000068543,M000603068,Calceolariaceae,7/1/15,8/13/20,1/1/16,bio/M000603068,bio/D000068543
D000068543,M000603069,Jovellana,,,,bio/M000603069,bio/D000068543
D000068543,M0449070,Calceolaria,,,,bio/M0449070,bio/D000068543
D000068543,M000603070,Porodittia,,,,bio/M000603070,bio/D000068543
D000068556,M0230367,Interferon beta-1a,7/1/15,3/1/18,1/1/16,bio/M0230367,bio/D000068556
D000068556,M000638383,Avonex Pen,,,,bio/M000638383,bio/D000068556
D000068556,M0129579,Rebif,,,,bio/M0129579,bio/D000068556
D000068556,M0230365,Avonex,,,,bio/M0230365,bio/D000068556
D000068557,M0257341,Olmesartan Medoxomil,7/1/15,3/1/18,1/1/16,bio/M0257341,bio/D000068557
D000068557,M0423469,Benicar,,,,bio/M0423469,bio/D000068557
D000068557,M000638384,Olmetec,,,,bio/M000638384,bio/D000068557
